train_id	train_name	train_type	zone	source	destination	distance_km	avg_speed_kmph	scheduled_departure	scheduled_arrival	actual_departure	actual_arrival	delay_minutes	weather_condition	track_number	status
57948	Patna-Dhanbad Mail	Mail	ECR	Patna	Dhanbad	1915	97.5	18:45	14:24	19:28	15:50	86	Rain	2	Delayed
92023	Ajmer-Bikaner Mail	Mail	NWR	Ajmer	Bikaner	70	29.8	14:45	17:06	14:54	18:08	62	Clear	1	Delayed
32689	Muzaffarpur-Gaya Mail	Mail	ECR	Muzaffarpur	Gaya	2196	93.8	04:30	03:55	04:32	04:35	40	Fog	2	Delayed
17693	Bikaner-Ajmer Mail	Mail	NWR	Bikaner	Ajmer	2780	312.9	03:15	12:08	03:19	12:51	43	Clear	1	Delayed
99886	Jaipur-Bikaner Mail	Mail	NWR	Jaipur	Bikaner	1526	195.2	00:30	08:19	00:30	08:43	24	Fog	3	Delayed
32938	Ahmedabad-Mumbai Central Mail	Mail	WR	Ahmedabad	Mumbai Central	1585	136.4	08:15	19:52	08:53	21:17	85	Heatwave	2	Delayed
78844	Durg-Bilaspur Mail	Mail	SECR	Durg	Bilaspur	847	48.6	11:15	04:41	11:19	07:33	172	Heatwave	3	Delayed
50714	Durg-Nagpur Mail	Mail	SECR	Durg	Nagpur	533	95.2	16:45	22:21	16:45	23:14	53	Heatwave	3	Delayed
61906	Chennai-Coimbatore Mail	Mail	SR	Chennai	Coimbatore	812	103.4	10:00	17:51	10:01	18:23	32	Storm	1	Delayed
56683	Itarsi-Bhopal Mail	Mail	WCR	Itarsi	Bhopal	1758	490.6	20:00	23:35	20:00	23:48	13	Storm	1	On Time
69080	Nagpur-Durg Mail	Mail	SECR	Nagpur	Durg	1068	161	19:45	02:23	19:51	02:51	28	Clear	3	Delayed
68024	New Delhi-Varanasi Mail	Mail	NR	New Delhi	Varanasi	1348	66.1	05:15	01:38	05:26	04:34	176	Rain	2	Delayed
91972	Kota-Jabalpur Mail	Mail	WCR	Kota	Jabalpur	2722	462.7	19:45	01:38	19:56	04:15	157	Rain	2	Delayed
48644	Guntur-Vijayawada Mail	Mail	SCR	Guntur	Vijayawada	2189	298.5	07:00	14:20	07:23	16:46	146	Storm	1	Delayed
35830	New Delhi-Varanasi Mail	Mail	NR	New Delhi	Varanasi	2709	725.6	19:30	23:14	20:47	02:04	170	Fog	2	Delayed
57431	Ahmedabad-Vadodara Mail	Mail	WR	Ahmedabad	Vadodara	913	38.6	17:30	17:09	17:43	19:35	146	Fog	1	Delayed
26672	Gorakhpur-Allahabad Mail	Mail	NER	Gorakhpur	Allahabad	2247	593.9	07:15	11:02	07:39	13:50	168	Heatwave	2	Delayed
67394	Hyderabad-Vijayawada Mail	Mail	SCR	Hyderabad	Vijayawada	1075	65.2	03:30	20:00	03:44	21:30	90	Storm	3	Delayed
10182	New Delhi-Lucknow Mail	Mail	NR	New Delhi	Lucknow	1322	75.6	02:45	20:14	02:58	20:54	40	Rain	1	Delayed
99320	Mumbai Central-Surat Mail	Mail	WR	Mumbai Central	Surat	2307	154.1	07:30	22:28	07:38	22:46	18	Fog	3	Delayed
68502	Nagpur-Durg Mail	Mail	SECR	Nagpur	Durg	570	35	04:45	21:02	04:51	23:53	171	Heatwave	2	Delayed
79208	Mumbai Central-Vadodara Mail	Mail	WR	Mumbai Central	Vadodara	1585	70.3	06:00	04:33	07:20	07:18	165	Clear	3	Delayed
50721	New Delhi-Lucknow Mail	Mail	NR	New Delhi	Lucknow	1180	575.6	04:15	06:18	04:27	06:48	30	Rain	1	Delayed
73551	Bilaspur-Durg Mail	Mail	SECR	Bilaspur	Durg	386	186.8	23:45	01:49	00:27	04:05	136	Storm	2	Delayed
37983	Muzaffarpur-Patna Mail	Mail	ECR	Muzaffarpur	Patna	1483	84.4	13:00	06:34	13:13	08:10	96	Rain	3	Delayed
70433	Amritsar-New Delhi Mail	Mail	NR	Amritsar	New Delhi	407	50.2	23:15	07:21	23:18	07:45	24	Clear	3	Delayed
16389	Howrah-Patna Mail	Mail	ER	Howrah	Patna	742	44.9	20:45	13:17	21:19	15:53	156	Clear	1	Delayed
27361	Hyderabad-Secunderabad Mail	Mail	SCR	Hyderabad	Secunderabad	1427	124.4	03:00	14:28	03:12	16:27	119	Heatwave	1	Delayed
22159	Patna-Muzaffarpur Mail	Mail	ECR	Patna	Muzaffarpur	2423	389.8	04:15	10:28	04:22	10:53	25	Heatwave	1	Delayed
45659	Chennai-Madurai Mail	Mail	SR	Chennai	Madurai	2169	134.6	06:45	22:52	06:46	22:58	6	Storm	1	On Time
28680	Patna-Dhanbad Mail	Mail	ECR	Patna	Dhanbad	2260	100.3	11:30	10:02	12:08	12:14	132	Heatwave	1	Delayed
30986	Gorakhpur-Allahabad Mail	Mail	NER	Gorakhpur	Allahabad	1804	105.5	17:15	10:21	17:30	10:51	30	Heatwave	1	Delayed
16167	Durg-Raipur Mail	Mail	SECR	Durg	Raipur	1267	69.4	22:00	16:16	22:04	18:00	104	Rain	1	Delayed
15758	Jaipur-Jodhpur Mail	Mail	NWR	Jaipur	Jodhpur	1710	80.1	04:15	01:36	04:30	02:51	75	Rain	3	Delayed
46787	Bikaner-Jodhpur Mail	Mail	NWR	Bikaner	Jodhpur	1664	199.3	01:30	09:51	01:42	10:26	35	Storm	3	Delayed
34434	Ajmer-Bikaner Mail	Mail	NWR	Ajmer	Bikaner	1878	122.7	00:30	15:48	00:31	15:53	5	Fog	1	On Time
62243	Vijayawada-Guntur Mail	Mail	SCR	Vijayawada	Guntur	1334	860.6	12:30	14:03	13:13	16:24	141	Fog	2	Delayed
46704	Jaipur-Jodhpur Mail	Mail	NWR	Jaipur	Jodhpur	2727	385	07:45	14:50	08:05	16:47	117	Fog	1	Delayed
50104	Bareilly-Gorakhpur Mail	Mail	NER	Bareilly	Gorakhpur	1588	146.4	11:45	22:36	12:00	23:40	64	Clear	2	Delayed
37780	Patna-Dhanbad Mail	Mail	ECR	Patna	Dhanbad	194	12.3	07:45	23:28	07:56	01:58	150	Heatwave	2	Delayed
97162	Amritsar-Varanasi Mail	Mail	NR	Amritsar	Varanasi	2539	588.2	02:00	06:19	02:42	07:43	84	Clear	1	Delayed
15920	Jabalpur-Kota Mail	Mail	WCR	Jabalpur	Kota	2225	120.2	22:15	16:46	22:15	17:02	16	Fog	1	Delayed
38231	Gorakhpur-Allahabad Mail	Mail	NER	Gorakhpur	Allahabad	517	98.2	21:00	02:16	21:31	04:01	105	Storm	1	Delayed
55973	Hyderabad-Vijayawada Mail	Mail	SCR	Hyderabad	Vijayawada	230	18.9	16:00	04:11	16:06	06:00	109	Rain	3	Delayed
90545	Jabalpur-Itarsi Mail	Mail	WCR	Jabalpur	Itarsi	2230	101.6	02:45	00:42	02:49	01:28	46	Storm	3	Delayed
78241	Allahabad-Bareilly Mail	Mail	NER	Allahabad	Bareilly	1656	78.3	06:45	03:54	07:10	05:16	82	Heatwave	1	Delayed
55073	Vijayawada-Secunderabad Mail	Mail	SCR	Vijayawada	Secunderabad	2576	311.6	13:45	22:01	14:17	23:46	105	Storm	3	Delayed
95333	Kanpur-Allahabad Mail	Mail	NER	Kanpur	Allahabad	2399	163.4	17:45	08:26	17:55	08:57	31	Rain	2	Delayed
70381	Raipur-Durg Mail	Mail	SECR	Raipur	Durg	1363	181.7	19:15	02:45	19:35	05:42	177	Clear	1	Delayed
29252	Ahmedabad-Vadodara Mail	Mail	WR	Ahmedabad	Vadodara	2078	227.5	10:30	19:38	10:34	19:58	20	Storm	3	Delayed
20663	Vadodara-Mumbai Central Mail	Mail	WR	Vadodara	Mumbai Central	50	5.3	11:30	21:00	11:40	21:24	24	Clear	2	Delayed
97700	Guntur-Secunderabad Mail	Mail	SCR	Guntur	Secunderabad	1326	110.7	23:15	11:14	23:38	12:20	66	Rain	3	Delayed
52978	Guntur-Secunderabad Mail	Mail	SCR	Guntur	Secunderabad	173	22.3	20:00	03:46	20:41	05:25	99	Storm	1	Delayed
40957	Kota-Itarsi Mail	Mail	WCR	Kota	Itarsi	1655	280.5	16:45	22:39	16:49	22:49	10	Heatwave	3	On Time
77690	Coimbatore-Trivandrum Mail	Mail	SR	Coimbatore	Trivandrum	513	56.2	07:45	16:53	07:50	18:25	92	Heatwave	3	Delayed
64841	Surat-Ahmedabad Mail	Mail	WR	Surat	Ahmedabad	2252	283.3	09:00	16:57	09:06	17:55	58	Heatwave	2	Delayed
10693	Muzaffarpur-Patna Mail	Mail	ECR	Muzaffarpur	Patna	1807	87.4	04:45	01:25	05:53	04:18	173	Clear	2	Delayed
66555	Guntur-Secunderabad Mail	Mail	SCR	Guntur	Secunderabad	1125	87.2	21:00	09:54	21:07	10:28	34	Storm	2	Delayed
89898	Gorakhpur-Kanpur Mail	Mail	NER	Gorakhpur	Kanpur	1393	417.9	09:15	12:35	09:54	14:44	129	Fog	3	Delayed
12929	Howrah-Sealdah Mail	Mail	ER	Howrah	Sealdah	2497	404.9	22:15	04:25	22:41	06:34	129	Storm	3	Delayed
41719	Patna-Asansol Mail	Mail	ER	Patna	Asansol	211	44.9	07:00	11:42	08:09	14:30	168	Clear	3	Delayed
75214	Bareilly-Kanpur Mail	Mail	NER	Bareilly	Kanpur	925	194.1	08:30	13:16	09:15	15:03	107	Heatwave	3	Delayed
28652	Kota-Itarsi Mail	Mail	WCR	Kota	Itarsi	885	55.4	05:15	21:13	05:37	22:17	64	Storm	3	Delayed
58402	Dhanbad-Muzaffarpur Mail	Mail	ECR	Dhanbad	Muzaffarpur	2400	270.2	17:45	02:38	17:50	02:48	10	Storm	3	On Time
26907	Coimbatore-Chennai Mail	Mail	SR	Coimbatore	Chennai	1048	195.9	00:30	05:51	00:38	07:27	96	Storm	3	Delayed
45908	Surat-Ahmedabad Mail	Mail	WR	Surat	Ahmedabad	2030	188	22:45	09:33	23:28	11:06	93	Rain	1	Delayed
23833	Asansol-Howrah Mail	Mail	ER	Asansol	Howrah	387	23.2	10:15	02:58	10:34	04:59	121	Storm	2	Delayed
18150	Ajmer-Bikaner Mail	Mail	NWR	Ajmer	Bikaner	2624	572.5	14:00	18:35	14:03	19:40	65	Clear	1	Delayed
46320	Hyderabad-Secunderabad Mail	Mail	SCR	Hyderabad	Secunderabad	1865	103.5	21:00	15:01	22:06	17:27	146	Storm	3	Delayed
79638	Amritsar-Varanasi Mail	Mail	NR	Amritsar	Varanasi	1278	497.9	17:15	19:49	17:38	20:39	50	Rain	3	Delayed
42690	Jaipur-Jodhpur Mail	Mail	NWR	Jaipur	Jodhpur	693	66.4	08:45	19:11	09:33	22:06	175	Storm	1	Delayed
15478	Ajmer-Bikaner Mail	Mail	NWR	Ajmer	Bikaner	2749	212.8	14:30	03:25	14:38	03:44	19	Storm	1	Delayed
71986	Jaipur-Bikaner Mail	Mail	NWR	Jaipur	Bikaner	2613	255.8	16:15	02:28	17:03	04:50	142	Heatwave	2	Delayed
62728	Surat-Ahmedabad Mail	Mail	WR	Surat	Ahmedabad	949	296.6	02:15	05:27	02:42	08:21	174	Heatwave	3	Delayed
45930	Lucknow-Amritsar Mail	Mail	NR	Lucknow	Amritsar	2752	229.7	11:45	23:44	11:59	02:24	160	Storm	1	Delayed
24273	New Delhi-Lucknow Mail	Mail	NR	New Delhi	Lucknow	2687	245.8	03:30	14:26	03:37	15:35	69	Storm	3	Delayed
47119	New Delhi-Amritsar Mail	Mail	NR	New Delhi	Amritsar	1415	5306.2	17:00	17:16	18:10	19:43	147	Rain	2	Delayed
68198	Muzaffarpur-Patna Mail	Mail	ECR	Muzaffarpur	Patna	1404	183.1	19:15	02:55	19:23	04:24	89	Clear	3	Delayed
23283	Hyderabad-Secunderabad Mail	Mail	SCR	Hyderabad	Secunderabad	1495	90.3	14:30	07:03	14:52	08:08	65	Rain	1	Delayed
27028	Coimbatore-Trivandrum Mail	Mail	SR	Coimbatore	Trivandrum	1230	105	14:00	01:43	14:34	04:19	156	Clear	3	Delayed
21850	Jaipur-Jodhpur Mail	Mail	NWR	Jaipur	Jodhpur	1447	111.3	13:45	02:45	14:26	05:34	169	Clear	2	Delayed
72580	Bareilly-Kanpur Mail	Mail	NER	Bareilly	Kanpur	1245	108.9	00:15	11:41	01:23	14:33	172	Rain	2	Delayed
33440	Gorakhpur-Kanpur Mail	Mail	NER	Gorakhpur	Kanpur	1158	451.2	17:45	20:19	18:14	22:27	128	Storm	1	Delayed
90456	Kanpur-Bareilly Mail	Mail	NER	Kanpur	Bareilly	1829	80.3	04:00	02:46	04:21	04:05	79	Clear	1	Delayed
18317	Bilaspur-Raipur Mail	Mail	SECR	Bilaspur	Raipur	1865	152.7	02:00	14:13	02:15	16:59	166	Clear	3	Delayed
57347	Sealdah-Asansol Mail	Mail	ER	Sealdah	Asansol	1039	125.7	08:30	16:46	08:54	18:43	117	Heatwave	1	Delayed
74465	Sealdah-Patna Mail	Mail	ER	Sealdah	Patna	1819	100.8	17:00	11:03	17:21	13:05	122	Storm	3	Delayed
59657	Lucknow-New Delhi Express	Express	NR	Lucknow	New Delhi	1995	85.7	19:45	19:02	20:23	20:50	108	Clear	3	Delayed
58995	Howrah-Sealdah Express	Express	ER	Howrah	Sealdah	1531	104.4	07:15	21:55	08:31	00:36	161	Storm	2	Delayed
32245	Raipur-Nagpur Express	Express	SECR	Raipur	Nagpur	205	20.3	02:15	12:22	02:17	13:14	52	Rain	1	Delayed
83565	Gaya-Dhanbad Express	Express	ECR	Gaya	Dhanbad	114	5	20:45	19:33	21:06	20:33	60	Fog	1	Delayed
20693	Amritsar-New Delhi Express	Express	NR	Amritsar	New Delhi	1084	57.4	07:30	02:24	08:02	04:08	104	Rain	3	Delayed
27389	Ajmer-Jodhpur Express	Express	NWR	Ajmer	Jodhpur	2213	276.6	07:15	15:15	07:20	15:40	25	Heatwave	1	Delayed
22918	Gorakhpur-Allahabad Express	Express	NER	Gorakhpur	Allahabad	849	316.4	15:15	17:56	15:32	19:30	94	Rain	2	Delayed
96306	Secunderabad-Vijayawada Express	Express	SCR	Secunderabad	Vijayawada	1295	593.1	13:15	15:26	13:15	15:34	8	Rain	3	On Time
86961	Guntur-Vijayawada Express	Express	SCR	Guntur	Vijayawada	1817	509.4	10:30	14:04	10:54	15:03	59	Rain	2	Delayed
26665	Muzaffarpur-Gaya Express	Express	ECR	Muzaffarpur	Gaya	2066	351.2	05:30	11:23	05:34	12:07	44	Storm	2	Delayed
73575	Coimbatore-Trivandrum Express	Express	SR	Coimbatore	Trivandrum	1861	161.1	14:45	02:18	15:05	03:02	44	Heatwave	1	Delayed
15678	Bareilly-Allahabad Express	Express	NER	Bareilly	Allahabad	2757	178.3	20:15	11:43	20:35	12:47	64	Heatwave	1	Delayed
75221	Lucknow-Amritsar Express	Express	NR	Lucknow	Amritsar	606	29.6	20:30	16:58	21:03	18:09	71	Rain	2	Delayed
51546	Patna-Dhanbad Express	Express	ECR	Patna	Dhanbad	1353	231.9	00:15	06:05	00:21	06:17	12	Clear	2	On Time
88523	Patna-Sealdah Express	Express	ER	Patna	Sealdah	156	19.8	04:45	12:38	04:53	13:12	34	Rain	2	Delayed
97677	Bikaner-Jodhpur Express	Express	NWR	Bikaner	Jodhpur	2647	203.1	16:45	05:47	17:11	07:08	81	Fog	2	Delayed
86885	Bikaner-Jaipur Express	Express	NWR	Bikaner	Jaipur	1069	47.1	02:15	00:57	02:22	01:38	41	Clear	2	Delayed
34820	Itarsi-Bhopal Express	Express	WCR	Itarsi	Bhopal	544	31.4	07:45	01:03	07:49	03:15	132	Storm	1	Delayed
24940	Bikaner-Jaipur Express	Express	NWR	Bikaner	Jaipur	1426	112.7	18:30	07:09	19:31	10:00	171	Fog	2	Delayed
79560	Patna-Howrah Express	Express	ER	Patna	Howrah	2161	239.7	16:00	01:01	16:41	03:07	126	Storm	1	Delayed
80402	Bikaner-Ajmer Express	Express	NWR	Bikaner	Ajmer	2057	87.8	12:15	11:40	12:20	12:26	46	Rain	3	Delayed
39702	Varanasi-New Delhi Express	Express	NR	Varanasi	New Delhi	426	46.6	05:30	14:38	06:11	17:09	151	Clear	3	Delayed
38928	Vadodara-Surat Express	Express	WR	Vadodara	Surat	2111	88.9	03:00	02:45	03:46	05:00	135	Storm	2	Delayed
11949	Trivandrum-Chennai Express	Express	SR	Trivandrum	Chennai	2129	545.9	07:15	11:09	08:35	14:07	178	Storm	3	Delayed
75755	Chennai-Madurai Express	Express	SR	Chennai	Madurai	537	39.1	11:30	01:13	11:45	02:12	59	Fog	1	Delayed
29184	Coimbatore-Chennai Express	Express	SR	Coimbatore	Chennai	725	32.6	17:45	15:59	17:59	16:44	45	Clear	2	Delayed
74393	Muzaffarpur-Dhanbad Express	Express	ECR	Muzaffarpur	Dhanbad	331	25.6	10:00	22:56	10:06	23:26	30	Clear	1	Delayed
67457	Ajmer-Jodhpur Express	Express	NWR	Ajmer	Jodhpur	1639	100.9	08:15	00:30	08:16	01:21	51	Rain	1	Delayed
11663	Jaipur-Bikaner Express	Express	NWR	Jaipur	Bikaner	1390	524.5	06:30	09:09	07:07	10:55	106	Storm	3	Delayed
82495	Allahabad-Kanpur Express	Express	NER	Allahabad	Kanpur	2022	298.1	06:00	12:47	06:02	13:24	37	Clear	1	Delayed
15101	Ahmedabad-Mumbai Central Express	Express	WR	Ahmedabad	Mumbai Central	2132	203.7	12:30	22:58	13:00	00:23	85	Rain	2	Delayed
29589	Durg-Raipur Express	Express	SECR	Durg	Raipur	764	116.6	07:30	14:03	07:34	14:11	8	Fog	2	On Time
61696	Allahabad-Gorakhpur Express	Express	NER	Allahabad	Gorakhpur	167	11	11:45	02:54	11:48	03:00	6	Rain	2	On Time
13540	Chennai-Trivandrum Express	Express	SR	Chennai	Trivandrum	543	45.9	07:30	19:20	08:12	21:54	154	Storm	2	Delayed
56542	Vijayawada-Guntur Express	Express	SCR	Vijayawada	Guntur	697	58.5	01:15	13:10	01:20	15:17	127	Fog	3	Delayed
50336	Ahmedabad-Mumbai Central Express	Express	WR	Ahmedabad	Mumbai Central	1399	127.8	12:15	23:12	12:42	01:58	166	Fog	3	Delayed
76448	Varanasi-Amritsar Express	Express	NR	Varanasi	Amritsar	1203	147.9	00:45	08:53	00:55	09:17	24	Clear	3	Delayed
38346	Madurai-Coimbatore Express	Express	SR	Madurai	Coimbatore	2385	133.9	00:30	18:19	00:43	18:52	33	Storm	2	Delayed
71537	Hyderabad-Vijayawada Express	Express	SCR	Hyderabad	Vijayawada	2597	234.3	14:30	01:35	14:48	03:51	136	Heatwave	3	Delayed
65103	Jaipur-Bikaner Express	Express	NWR	Jaipur	Bikaner	1644	102.8	02:00	18:00	02:22	18:53	53	Rain	2	Delayed
21973	Bikaner-Jaipur Express	Express	NWR	Bikaner	Jaipur	2263	293.3	23:30	07:13	00:03	09:38	145	Clear	3	Delayed
20024	Patna-Dhanbad Express	Express	ECR	Patna	Dhanbad	2375	184.6	15:45	04:37	16:16	06:00	83	Rain	3	Delayed
90675	Trivandrum-Madurai Express	Express	SR	Trivandrum	Madurai	1998	89.9	10:00	08:13	10:05	10:15	122	Storm	2	Delayed
87706	Secunderabad-Hyderabad Express	Express	SCR	Secunderabad	Hyderabad	804	58.1	23:00	12:50	23:01	13:35	45	Storm	2	Delayed
70910	Varanasi-New Delhi Express	Express	NR	Varanasi	New Delhi	1987	101.2	12:00	07:38	12:03	08:17	39	Fog	1	Delayed
42069	Hyderabad-Secunderabad Express	Express	SCR	Hyderabad	Secunderabad	1141	194.5	06:45	12:37	06:46	12:55	18	Heatwave	3	Delayed
14501	Coimbatore-Chennai Express	Express	SR	Coimbatore	Chennai	729	349.9	05:15	07:20	05:42	08:18	58	Clear	2	Delayed
73105	Itarsi-Kota Express	Express	WCR	Itarsi	Kota	2600	205.8	16:30	05:08	16:36	07:34	146	Fog	2	Delayed
60633	Dhanbad-Muzaffarpur Express	Express	ECR	Dhanbad	Muzaffarpur	1905	328.4	05:15	11:03	05:27	14:03	180	Clear	3	Delayed
71331	Jaipur-Bikaner Express	Express	NWR	Jaipur	Bikaner	1203	226.3	07:30	12:49	07:37	13:48	59	Heatwave	1	Delayed
52204	Vadodara-Mumbai Central Express	Express	WR	Vadodara	Mumbai Central	1841	126.5	08:00	22:33	08:00	22:59	26	Heatwave	1	Delayed
11511	Mumbai Central-Surat Express	Express	WR	Mumbai Central	Surat	959	188.7	21:15	02:20	21:27	03:29	69	Rain	2	Delayed
12450	Jabalpur-Itarsi Express	Express	WCR	Jabalpur	Itarsi	1043	106.2	20:15	06:04	20:22	07:36	92	Rain	2	Delayed
75340	Patna-Muzaffarpur Express	Express	ECR	Patna	Muzaffarpur	1539	1140	01:00	02:21	01:36	04:37	136	Rain	2	Delayed
39513	Patna-Howrah Express	Express	ER	Patna	Howrah	2165	298.6	18:15	01:30	18:28	03:19	109	Rain	2	Delayed
49681	Patna-Muzaffarpur Express	Express	ECR	Patna	Muzaffarpur	2247	490.3	15:00	19:35	15:08	21:10	95	Fog	1	Delayed
71814	Coimbatore-Trivandrum Express	Express	SR	Coimbatore	Trivandrum	1758	81.6	08:00	05:33	08:20	07:48	135	Clear	2	Delayed
65048	Muzaffarpur-Gaya Express	Express	ECR	Muzaffarpur	Gaya	2326	243.1	15:30	01:04	15:31	01:26	22	Fog	1	Delayed
61580	Kota-Bhopal Express	Express	WCR	Kota	Bhopal	1568	168.6	11:30	20:48	12:02	21:59	71	Rain	2	Delayed
87278	Secunderabad-Vijayawada Express	Express	SCR	Secunderabad	Vijayawada	2758	551.6	07:45	12:45	08:08	15:15	150	Heatwave	3	Delayed
43623	Jodhpur-Ajmer Express	Express	NWR	Jodhpur	Ajmer	1755	84.2	00:45	21:35	00:47	21:45	10	Rain	3	On Time
26958	Gaya-Dhanbad Express	Express	ECR	Gaya	Dhanbad	2007	141.2	03:15	17:28	03:34	19:03	95	Fog	3	Delayed
52682	Patna-Gaya Express	Express	ECR	Patna	Gaya	2441	446.5	18:45	00:13	19:00	01:48	95	Storm	1	Delayed
49226	Mumbai Central-Surat Express	Express	WR	Mumbai Central	Surat	134	12.3	11:15	22:09	12:15	00:14	125	Clear	2	Delayed
61346	Asansol-Patna Express	Express	ER	Asansol	Patna	635	43	17:45	08:32	18:44	10:44	132	Storm	2	Delayed
49117	Varanasi-Amritsar Express	Express	NR	Varanasi	Amritsar	2019	112.5	07:30	01:27	08:23	03:17	110	Heatwave	2	Delayed
27848	Dhanbad-Gaya Express	Express	ECR	Dhanbad	Gaya	1652	165.2	22:00	08:00	23:05	10:55	175	Fog	2	Delayed
46923	Sealdah-Asansol Express	Express	ER	Sealdah	Asansol	2255	145.3	15:30	07:01	15:38	08:19	78	Fog	3	Delayed
83621	Amritsar-Lucknow Express	Express	NR	Amritsar	Lucknow	1061	117.2	15:45	00:48	16:56	03:10	142	Rain	3	Delayed
41709	Bareilly-Kanpur Express	Express	NER	Bareilly	Kanpur	1831	293	04:45	11:00	05:10	13:20	140	Storm	3	Delayed
23769	Asansol-Howrah Express	Express	ER	Asansol	Howrah	1743	378.9	10:15	14:51	10:25	16:31	100	Heatwave	1	Delayed
50144	Patna-Howrah Express	Express	ER	Patna	Howrah	2278	138.3	01:15	17:43	01:38	19:50	127	Fog	2	Delayed
70340	Mumbai Central-Ahmedabad Express	Express	WR	Mumbai Central	Ahmedabad	1580	83.9	11:30	06:20	11:38	06:45	25	Rain	1	Delayed
24421	Raipur-Bilaspur Express	Express	SECR	Raipur	Bilaspur	2565	200.1	07:15	20:04	07:34	22:07	123	Heatwave	3	Delayed
51154	New Delhi-Lucknow Express	Express	NR	New Delhi	Lucknow	1019	160.9	18:15	00:35	18:33	01:18	43	Storm	2	Delayed
25343	Jabalpur-Bhopal Express	Express	WCR	Jabalpur	Bhopal	1507	685	03:45	05:57	04:41	08:45	168	Storm	3	Delayed
35631	Bhopal-Jabalpur Express	Express	WCR	Bhopal	Jabalpur	1964	824.1	10:30	12:53	10:32	14:48	115	Rain	2	Delayed
18474	Vijayawada-Hyderabad Express	Express	SCR	Vijayawada	Hyderabad	577	102.1	05:15	10:54	05:15	13:45	171	Storm	2	Delayed
62536	Madurai-Trivandrum Express	Express	SR	Madurai	Trivandrum	1193	125.1	05:45	15:17	05:54	15:50	33	Clear	1	Delayed
23318	Trivandrum-Coimbatore Express	Express	SR	Trivandrum	Coimbatore	1211	468.8	23:15	01:50	23:31	02:48	58	Fog	3	Delayed
57976	Ahmedabad-Vadodara Express	Express	WR	Ahmedabad	Vadodara	150	6.3	05:30	05:19	05:50	06:55	96	Storm	1	Delayed
11453	Bareilly-Kanpur Express	Express	NER	Bareilly	Kanpur	2326	210.2	08:45	19:49	09:09	20:52	63	Heatwave	1	Delayed
51394	Jodhpur-Bikaner Express	Express	NWR	Jodhpur	Bikaner	500	70.4	08:45	15:51	08:51	16:22	31	Rain	3	Delayed
67919	Patna-Asansol Express	Express	ER	Patna	Asansol	2768	333.5	03:15	11:33	03:51	14:01	148	Fog	3	Delayed
25084	Amritsar-Lucknow Express	Express	NR	Amritsar	Lucknow	1006	103	12:00	21:46	12:18	23:12	86	Rain	1	Delayed
16102	Ahmedabad-Mumbai Central Express	Express	WR	Ahmedabad	Mumbai Central	1136	47.9	14:45	14:27	15:26	17:22	175	Fog	2	Delayed
69816	Dhanbad-Patna Express	Express	ECR	Dhanbad	Patna	985	63.5	08:45	00:16	09:02	02:54	158	Heatwave	3	Delayed
65143	Ajmer-Jodhpur Express	Express	NWR	Ajmer	Jodhpur	1786	175.7	23:30	09:40	23:48	10:58	78	Heatwave	1	Delayed
60952	Kanpur-Allahabad Express	Express	NER	Kanpur	Allahabad	1042	856.4	01:30	02:43	01:40	04:32	109	Fog	1	Delayed
34429	Kota-Itarsi Express	Express	WCR	Kota	Itarsi	2771	119.8	10:30	09:38	11:10	11:48	130	Rain	3	Delayed
48160	Amritsar-Lucknow Express	Express	NR	Amritsar	Lucknow	409	30.3	07:00	20:30	07:00	23:29	179	Rain	2	Delayed
67434	Mumbai Central-Vadodara Express	Express	WR	Mumbai Central	Vadodara	2092	136.9	13:30	04:47	13:31	05:14	27	Storm	3	Delayed
35640	Surat-Ahmedabad Express	Express	WR	Surat	Ahmedabad	2291	178.5	12:30	01:20	13:42	04:12	172	Clear	2	Delayed
37879	Jodhpur-Ajmer Express	Express	NWR	Jodhpur	Ajmer	176	11.7	13:15	04:15	13:19	05:34	79	Heatwave	1	Delayed
31970	Sealdah-Asansol Express	Express	ER	Sealdah	Asansol	1388	424.9	16:00	19:16	16:42	21:09	113	Rain	2	Delayed
52568	Trivandrum-Chennai Express	Express	SR	Trivandrum	Chennai	2055	225.4	01:15	10:22	01:53	12:22	120	Clear	2	Delayed
25132	Sealdah-Howrah Express	Express	ER	Sealdah	Howrah	147	16.2	08:30	17:35	08:33	18:29	54	Rain	2	Delayed
93662	Madurai-Coimbatore Express	Express	SR	Madurai	Coimbatore	1576	172.2	23:45	08:54	00:19	10:44	110	Heatwave	1	Delayed
50107	Nagpur-Bilaspur Express	Express	SECR	Nagpur	Bilaspur	2600	421.6	17:45	23:55	17:46	01:15	80	Fog	3	Delayed
84836	Jabalpur-Kota Express	Express	WCR	Jabalpur	Kota	2570	175.8	03:45	18:22	03:52	18:41	19	Clear	3	Delayed
55725	Durg-Nagpur Express	Express	SECR	Durg	Nagpur	1953	141.2	17:30	07:20	17:55	09:10	110	Heatwave	1	Delayed
22031	Sealdah-Patna Express	Express	ER	Sealdah	Patna	2521	284.3	16:45	01:37	17:22	03:05	88	Rain	2	Delayed
50160	Vadodara-Mumbai Central Express	Express	WR	Vadodara	Mumbai Central	626	41.2	08:30	23:41	08:49	02:06	145	Storm	2	Delayed
22407	Jaipur-Ajmer Express	Express	NWR	Jaipur	Ajmer	1955	226	21:30	06:09	21:51	07:00	51	Heatwave	3	Delayed
