scenario_id,train_type,delay,track,priority
291,Passenger Train-L,9,UP,38
291,MEMU Train-H,76,UP,39
291,MEMU Train-L,13,UP,40
291,DMU Train-H,53,UP,41
291,DMU Train-L,23,UP,42
291,EMU Train-H,115,UP,43
291,EMU Train-L,11,UP,44
291,Metro Train-H,71,UP,45
291,Metro Train-L,15,UP,46
291,Palace on Wheels-H,92,UP,47
291,Palace on Wheels-L,1,UP,48
291,Maharajas’ Express-H,0,UP,49
291,Maharajas’ Express-L,0,UP,50
291,Deccan Odyssey-H,0,UP,51
291,Deccan Odyssey-L,0,UP,52
291,Golden Chariot-H,0,UP,53
292,Military Train-H,38,UP,1
292,Military Train-L,16,UP,2
292,Special VIP / VVIP Train-H,44,UP,3
292,Special VIP / VVIP Train-L,12,UP,4
292,Special Tourist / Protocol Train-H,91,UP,5
292,Special Tourist / Protocol Train-L,15,UP,6
292,Vande Bharat Express-H,51,UP,7
292,Vande Bharat Express-L,10,UP,8
292,Rajdhani Express-H,74,UP,9
292,Rajdhani Express-L,20,UP,10
292,Duronto Express-H,103,UP,11
292,Duronto Express-L,5,UP,12
292,Shatabdi Express-H,95,UP,13
292,Shatabdi Express-L,4,UP,14
292,Tejas Express-H,81,UP,15
292,Tejas Express-L,27,UP,16
292,Gatimaan Express-H,43,UP,17
292,Gatimaan Express-L,11,UP,18
292,Humsafar Express-H,101,UP,19
292,Humsafar Express-L,21,UP,20
292,Double Decker Express-H,39,UP,21
292,Double Decker Express-L,26,UP,22
292,Uday Express-H,68,UP,23
292,Uday Express-L,18,UP,24
292,Superfast Express-H,89,UP,25
292,Superfast Express-L,13,UP,26
292,Mail Train-H,105,UP,27
292,Mail Train-L,14,UP,28
292,Express Train-H,60,UP,29
292,Express Train-L,20,UP,30
292,Jan Shatabdi Express-H,61,UP,31
292,Jan Shatabdi Express-L,18,UP,32
292,Antyodaya Express-H,50,UP,33
292,Antyodaya Express-L,16,UP,34
292,Deen Dayalu Express-H,79,UP,35
292,Deen Dayalu Express-L,3,UP,36
292,Passenger Train-H,73,UP,37
292,Passenger Train-L,7,UP,38
292,MEMU Train-H,118,UP,39
292,MEMU Train-L,19,UP,40
292,DMU Train-H,85,UP,41
292,DMU Train-L,26,UP,42
292,EMU Train-H,85,UP,43
292,EMU Train-L,19,UP,44
292,Metro Train-H,73,UP,45
292,Metro Train-L,18,UP,46
292,Palace on Wheels-H,118,UP,47
292,Palace on Wheels-L,0,UP,48
292,Maharajas’ Express-H,0,UP,49
292,Maharajas’ Express-L,0,UP,50
292,Deccan Odyssey-H,0,UP,51
292,Deccan Odyssey-L,0,UP,52
292,Golden Chariot-H,0,UP,53
293,Military Train-H,60,UP,1
293,Military Train-L,6,UP,2
293,Special VIP / VVIP Train-H,114,UP,3
293,Special VIP / VVIP Train-L,22,UP,4
293,Special Tourist / Protocol Train-H,39,UP,5
293,Special Tourist / Protocol Train-L,24,UP,6
293,Vande Bharat Express-H,103,UP,7
293,Vande Bharat Express-L,27,UP,8
293,Rajdhani Express-H,92,UP,9
293,Rajdhani Express-L,4,UP,10
293,Duronto Express-H,105,UP,11
293,Duronto Express-L,20,UP,12
293,Shatabdi Express-H,89,UP,13
293,Shatabdi Express-L,11,UP,14
293,Tejas Express-H,101,UP,15
293,Tejas Express-L,4,UP,16
293,Gatimaan Express-H,86,UP,17
293,Gatimaan Express-L,6,UP,18
293,Humsafar Express-H,69,UP,19
293,Humsafar Express-L,13,UP,20
293,Double Decker Express-H,38,UP,21
293,Double Decker Express-L,20,UP,22
293,Uday Express-H,43,UP,23
293,Uday Express-L,22,UP,24
293,Superfast Express-H,106,UP,25
293,Superfast Express-L,25,UP,26
293,Mail Train-H,78,UP,27
293,Mail Train-L,11,UP,28
293,Express Train-H,93,UP,29
293,Express Train-L,21,UP,30
293,Jan Shatabdi Express-H,114,UP,31
293,Jan Shatabdi Express-L,2,UP,32
293,Antyodaya Express-H,41,UP,33
293,Antyodaya Express-L,7,UP,34
293,Deen Dayalu Express-H,47,UP,35
293,Deen Dayalu Express-L,29,UP,36
293,Passenger Train-H,104,UP,37
293,Passenger Train-L,29,UP,38
293,MEMU Train-H,111,UP,39
293,MEMU Train-L,26,UP,40
293,DMU Train-H,30,UP,41
293,DMU Train-L,25,UP,42
293,EMU Train-H,48,UP,43
293,EMU Train-L,22,UP,44
293,Metro Train-H,49,UP,45
293,Metro Train-L,15,UP,46
293,Palace on Wheels-H,0,UP,47
293,Palace on Wheels-L,0,UP,48
293,Maharajas’ Express-H,0,UP,49
293,Maharajas’ Express-L,0,UP,50
293,Deccan Odyssey-H,0,UP,51
293,Deccan Odyssey-L,0,UP,52
293,Golden Chariot-H,0,UP,53
294,Military Train-H,98,UP,1
294,Military Train-L,10,UP,2
294,Special VIP / VVIP Train-H,79,UP,3
294,Special VIP / VVIP Train-L,20,UP,4
294,Special Tourist / Protocol Train-H,103,UP,5
294,Special Tourist / Protocol Train-L,15,UP,6
294,Vande Bharat Express-H,55,UP,7
294,Vande Bharat Express-L,7,UP,8
294,Rajdhani Express-H,117,UP,9
294,Rajdhani Express-L,29,UP,10
294,Duronto Express-H,70,UP,11
294,Duronto Express-L,10,UP,12
294,Shatabdi Express-H,102,UP,13
294,Shatabdi Express-L,26,UP,14
294,Tejas Express-H,116,UP,15
294,Tejas Express-L,10,UP,16
294,Gatimaan Express-H,85,UP,17
294,Gatimaan Express-L,23,UP,18
294,Humsafar Express-H,74,UP,19
294,Humsafar Express-L,3,UP,20
294,Double Decker Express-H,104,UP,21
294,Double Decker Express-L,1,UP,22
294,Uday Express-H,108,UP,23
294,Uday Express-L,17,UP,24
294,Superfast Express-H,81,UP,25
294,Superfast Express-L,28,UP,26
294,Mail Train-H,46,UP,27
294,Mail Train-L,28,UP,28
294,Express Train-H,67,UP,29
294,Express Train-L,2,UP,30
294,Jan Shatabdi Express-H,77,UP,31
294,Jan Shatabdi Express-L,29,UP,32
294,Antyodaya Express-H,100,UP,33
294,Antyodaya Express-L,2,UP,34
294,Deen Dayalu Express-H,30,UP,35
294,Deen Dayalu Express-L,23,UP,36
294,Passenger Train-H,101,UP,37
294,Passenger Train-L,27,UP,38
294,MEMU Train-H,75,UP,39
294,MEMU Train-L,4,UP,40
294,DMU Train-H,66,UP,41
294,DMU Train-L,28,UP,42
294,EMU Train-H,33,UP,43
294,EMU Train-L,8,UP,44
294,Metro Train-H,85,UP,45
294,Metro Train-L,0,UP,46
294,Palace on Wheels-H,0,UP,47
294,Palace on Wheels-L,0,UP,48
294,Maharajas’ Express-H,0,UP,49
294,Maharajas’ Express-L,0,UP,50
294,Deccan Odyssey-H,0,UP,51
294,Deccan Odyssey-L,0,UP,52
294,Golden Chariot-H,0,UP,53
295,Military Train-H,119,UP,1
295,Military Train-L,19,UP,2
295,Special VIP / VVIP Train-H,80,UP,3
295,Special VIP / VVIP Train-L,21,UP,4
295,Special Tourist / Protocol Train-H,70,UP,5
295,Special Tourist / Protocol Train-L,23,UP,6
295,Vande Bharat Express-H,78,UP,7
295,Vande Bharat Express-L,13,UP,8
295,Rajdhani Express-H,78,UP,9
295,Rajdhani Express-L,14,UP,10
295,Duronto Express-H,99,UP,11
295,Duronto Express-L,7,UP,12
295,Shatabdi Express-H,114,UP,13
295,Shatabdi Express-L,6,UP,14
295,Tejas Express-H,90,UP,15
295,Tejas Express-L,5,UP,16
295,Gatimaan Express-H,54,UP,17
295,Gatimaan Express-L,18,UP,18
295,Humsafar Express-H,79,UP,19
295,Humsafar Express-L,27,UP,20
295,Double Decker Express-H,76,UP,21
295,Double Decker Express-L,27,UP,22
295,Uday Express-H,83,UP,23
295,Uday Express-L,5,UP,24
295,Superfast Express-H,66,UP,25
295,Superfast Express-L,28,UP,26
295,Mail Train-H,115,UP,27
295,Mail Train-L,5,UP,28
295,Express Train-H,47,UP,29
295,Express Train-L,1,UP,30
295,Jan Shatabdi Express-H,39,UP,31
295,Jan Shatabdi Express-L,21,UP,32
295,Antyodaya Express-H,32,UP,33
295,Antyodaya Express-L,5,UP,34
295,Deen Dayalu Express-H,92,UP,35
295,Deen Dayalu Express-L,22,UP,36
295,Passenger Train-H,85,UP,37
295,Passenger Train-L,5,UP,38
295,MEMU Train-H,40,UP,39
295,MEMU Train-L,5,UP,40
295,DMU Train-H,112,UP,41
295,DMU Train-L,26,UP,42
295,EMU Train-H,83,UP,43
295,EMU Train-L,28,UP,44
295,Metro Train-H,0,UP,45
295,Metro Train-L,0,UP,46
295,Palace on Wheels-H,0,UP,47
295,Palace on Wheels-L,0,UP,48
295,Maharajas’ Express-H,0,UP,49
295,Maharajas’ Express-L,0,UP,50
295,Deccan Odyssey-H,0,UP,51
295,Deccan Odyssey-L,0,UP,52
295,Golden Chariot-H,0,UP,53
296,Military Train-H,88,UP,1
296,Military Train-L,29,UP,2
296,Special VIP / VVIP Train-H,119,UP,3
296,Special VIP / VVIP Train-L,20,UP,4
296,Special Tourist / Protocol Train-H,84,UP,5
296,Special Tourist / Protocol Train-L,20,UP,6
296,Vande Bharat Express-H,53,UP,7
296,Vande Bharat Express-L,15,UP,8
296,Rajdhani Express-H,95,UP,9
296,Rajdhani Express-L,14,UP,10
296,Duronto Express-H,100,UP,11
296,Duronto Express-L,27,UP,12
296,Shatabdi Express-H,87,UP,13
296,Shatabdi Express-L,13,UP,14
296,Tejas Express-H,75,UP,15
296,Tejas Express-L,8,UP,16
296,Gatimaan Express-H,53,UP,17
296,Gatimaan Express-L,14,UP,18
296,Humsafar Express-H,107,UP,19
296,Humsafar Express-L,1,UP,20
296,Double Decker Express-H,103,UP,21
296,Double Decker Express-L,16,UP,22
296,Uday Express-H,60,UP,23
296,Uday Express-L,23,UP,24
296,Superfast Express-H,94,UP,25
296,Superfast Express-L,9,UP,26
296,Mail Train-H,82,UP,27
296,Mail Train-L,18,UP,28
296,Express Train-H,103,UP,29
296,Express Train-L,12,UP,30
296,Jan Shatabdi Express-H,34,UP,31
296,Jan Shatabdi Express-L,2,UP,32
296,Antyodaya Express-H,102,UP,33
296,Antyodaya Express-L,16,UP,34
296,Deen Dayalu Express-H,120,UP,35
296,Deen Dayalu Express-L,12,UP,36
296,Passenger Train-H,44,UP,37
296,Passenger Train-L,19,UP,38
296,MEMU Train-H,91,UP,39
296,MEMU Train-L,23,UP,40
296,DMU Train-H,40,UP,41
296,DMU Train-L,5,UP,42
296,EMU Train-H,97,UP,43
296,EMU Train-L,0,UP,44
296,Metro Train-H,0,UP,45
296,Metro Train-L,0,UP,46
296,Palace on Wheels-H,0,UP,47
296,Palace on Wheels-L,0,UP,48
296,Maharajas’ Express-H,0,UP,49
296,Maharajas’ Express-L,0,UP,50
296,Deccan Odyssey-H,0,UP,51
296,Deccan Odyssey-L,0,UP,52
296,Golden Chariot-H,0,UP,53
297,Military Train-H,65,UP,1
297,Military Train-L,15,UP,2
297,Special VIP / VVIP Train-H,96,UP,3
297,Special VIP / VVIP Train-L,3,UP,4
297,Special Tourist / Protocol Train-H,96,UP,5
297,Special Tourist / Protocol Train-L,29,UP,6
297,Vande Bharat Express-H,108,UP,7
297,Vande Bharat Express-L,3,UP,8
297,Rajdhani Express-H,61,UP,9
297,Rajdhani Express-L,16,UP,10
297,Duronto Express-H,110,UP,11
297,Duronto Express-L,24,UP,12
297,Shatabdi Express-H,114,UP,13
297,Shatabdi Express-L,22,UP,14
297,Tejas Express-H,39,UP,15
297,Tejas Express-L,22,UP,16
297,Gatimaan Express-H,111,UP,17
297,Gatimaan Express-L,18,UP,18
297,Humsafar Express-H,104,UP,19
297,Humsafar Express-L,10,UP,20
297,Double Decker Express-H,108,UP,21
297,Double Decker Express-L,2,UP,22
297,Uday Express-H,73,UP,23
297,Uday Express-L,18,UP,24
297,Superfast Express-H,31,UP,25
297,Superfast Express-L,16,UP,26
297,Mail Train-H,88,UP,27
297,Mail Train-L,17,UP,28
297,Express Train-H,90,UP,29
297,Express Train-L,19,UP,30
297,Jan Shatabdi Express-H,72,UP,31
297,Jan Shatabdi Express-L,14,UP,32
297,Antyodaya Express-H,75,UP,33
297,Antyodaya Express-L,26,UP,34
297,Deen Dayalu Express-H,67,UP,35
297,Deen Dayalu Express-L,10,UP,36
297,Passenger Train-H,51,UP,37
297,Passenger Train-L,2,UP,38
297,MEMU Train-H,118,UP,39
297,MEMU Train-L,20,UP,40
297,DMU Train-H,68,UP,41
297,DMU Train-L,24,UP,42
297,EMU Train-H,0,UP,43
297,EMU Train-L,0,UP,44
297,Metro Train-H,0,UP,45
297,Metro Train-L,0,UP,46
297,Palace on Wheels-H,0,UP,47
297,Palace on Wheels-L,0,UP,48
297,Maharajas’ Express-H,0,UP,49
297,Maharajas’ Express-L,0,UP,50
297,Deccan Odyssey-H,0,UP,51
297,Deccan Odyssey-L,0,UP,52
297,Golden Chariot-H,0,UP,53
298,Military Train-H,102,UP,1
298,Military Train-L,9,UP,2
298,Special VIP / VVIP Train-H,37,UP,3
298,Special VIP / VVIP Train-L,21,UP,4
298,Special Tourist / Protocol Train-H,90,UP,5
298,Special Tourist / Protocol Train-L,19,UP,6
298,Vande Bharat Express-H,51,UP,7
298,Vande Bharat Express-L,19,UP,8
298,Rajdhani Express-H,36,UP,9
298,Rajdhani Express-L,22,UP,10
298,Duronto Express-H,67,UP,11
298,Duronto Express-L,26,UP,12
298,Shatabdi Express-H,109,UP,13
298,Shatabdi Express-L,1,UP,14
298,Tejas Express-H,66,UP,15
298,Tejas Express-L,16,UP,16
298,Gatimaan Express-H,40,UP,17
298,Gatimaan Express-L,5,UP,18
298,Humsafar Express-H,94,UP,19
298,Humsafar Express-L,3,UP,20
298,Double Decker Express-H,65,UP,21
298,Double Decker Express-L,9,UP,22
298,Uday Express-H,46,UP,23
298,Uday Express-L,20,UP,24
298,Superfast Express-H,65,UP,25
298,Superfast Express-L,9,UP,26
298,Mail Train-H,62,UP,27
298,Mail Train-L,1,UP,28
298,Express Train-H,44,UP,29
298,Express Train-L,20,UP,30
298,Jan Shatabdi Express-H,52,UP,31
298,Jan Shatabdi Express-L,19,UP,32
298,Antyodaya Express-H,49,UP,33
298,Antyodaya Express-L,22,UP,34
298,Deen Dayalu Express-H,87,UP,35
298,Deen Dayalu Express-L,12,UP,36
298,Passenger Train-H,52,UP,37
298,Passenger Train-L,9,UP,38
298,MEMU Train-H,119,UP,39
298,MEMU Train-L,8,UP,40
298,DMU Train-H,92,UP,41
298,DMU Train-L,0,UP,42
298,EMU Train-H,0,UP,43
298,EMU Train-L,0,UP,44
298,Metro Train-H,0,UP,45
298,Metro Train-L,0,UP,46
298,Palace on Wheels-H,0,UP,47
298,Palace on Wheels-L,0,UP,48
298,Maharajas’ Express-H,0,UP,49
298,Maharajas’ Express-L,0,UP,50
298,Deccan Odyssey-H,0,UP,51
298,Deccan Odyssey-L,0,UP,52
298,Golden Chariot-H,0,UP,53
299,Military Train-H,53,UP,1
299,Military Train-L,26,UP,2
299,Special VIP / VVIP Train-H,97,UP,3
299,Special VIP / VVIP Train-L,28,UP,4
299,Special Tourist / Protocol Train-H,34,UP,5
299,Special Tourist / Protocol Train-L,11,UP,6
299,Vande Bharat Express-H,40,UP,7
299,Vande Bharat Express-L,5,UP,8
299,Rajdhani Express-H,106,UP,9
299,Rajdhani Express-L,27,UP,10
299,Duronto Express-H,49,UP,11
299,Duronto Express-L,27,UP,12
299,Shatabdi Express-H,93,UP,13
299,Shatabdi Express-L,25,UP,14
299,Tejas Express-H,82,UP,15
299,Tejas Express-L,25,UP,16
299,Gatimaan Express-H,79,UP,17
299,Gatimaan Express-L,8,UP,18
299,Humsafar Express-H,114,UP,19
299,Humsafar Express-L,15,UP,20
299,Double Decker Express-H,111,UP,21
299,Double Decker Express-L,6,UP,22
299,Uday Express-H,56,UP,23
299,Uday Express-L,19,UP,24
299,Superfast Express-H,74,UP,25
299,Superfast Express-L,2,UP,26
299,Mail Train-H,112,UP,27
299,Mail Train-L,9,UP,28
299,Express Train-H,44,UP,29
299,Express Train-L,2,UP,30
299,Jan Shatabdi Express-H,51,UP,31
299,Jan Shatabdi Express-L,15,UP,32
299,Antyodaya Express-H,81,UP,33
299,Antyodaya Express-L,16,UP,34
299,Deen Dayalu Express-H,68,UP,35
299,Deen Dayalu Express-L,16,UP,36
299,Passenger Train-H,98,UP,37
299,Passenger Train-L,8,UP,38
299,MEMU Train-H,78,UP,39
299,MEMU Train-L,22,UP,40
299,DMU Train-H,0,UP,41
299,DMU Train-L,0,UP,42
299,EMU Train-H,0,UP,43
299,EMU Train-L,0,UP,44
299,Metro Train-H,0,UP,45
299,Metro Train-L,0,UP,46
299,Palace on Wheels-H,0,UP,47
299,Palace on Wheels-L,0,UP,48
299,Maharajas’ Express-H,0,UP,49
299,Maharajas’ Express-L,0,UP,50
299,Deccan Odyssey-H,0,UP,51
299,Deccan Odyssey-L,0,UP,52
299,Golden Chariot-H,0,UP,53
300,Military Train-H,120,UP,1
300,Military Train-L,13,UP,2
300,Special VIP / VVIP Train-H,90,UP,3
300,Special VIP / VVIP Train-L,9,UP,4
300,Special Tourist / Protocol Train-H,48,UP,5
300,Special Tourist / Protocol Train-L,17,UP,6
300,Vande Bharat Express-H,85,UP,7
300,Vande Bharat Express-L,1,UP,8
300,Rajdhani Express-H,66,UP,9
300,Rajdhani Express-L,26,UP,10
300,Duronto Express-H,87,UP,11
300,Duronto Express-L,13,UP,12
300,Shatabdi Express-H,116,UP,13
300,Shatabdi Express-L,11,UP,14
300,Tejas Express-H,97,UP,15
300,Tejas Express-L,22,UP,16
300,Gatimaan Express-H,35,UP,17
300,Gatimaan Express-L,4,UP,18
300,Humsafar Express-H,98,UP,19
300,Humsafar Express-L,21,UP,20
300,Double Decker Express-H,75,UP,21
300,Double Decker Express-L,28,UP,22
300,Uday Express-H,85,UP,23
300,Uday Express-L,20,UP,24
300,Superfast Express-H,113,UP,25
300,Superfast Express-L,28,UP,26
300,Mail Train-H,64,UP,27
300,Mail Train-L,11,UP,28
300,Express Train-H,64,UP,29
300,Express Train-L,9,UP,30
300,Jan Shatabdi Express-H,42,UP,31
300,Jan Shatabdi Express-L,9,UP,32
300,Antyodaya Express-H,113,UP,33
300,Antyodaya Express-L,19,UP,34
300,Deen Dayalu Express-H,80,UP,35
300,Deen Dayalu Express-L,15,UP,36
300,Passenger Train-H,116,UP,37
300,Passenger Train-L,24,UP,38
300,MEMU Train-H,60,UP,39
300,MEMU Train-L,0,UP,40
300,DMU Train-H,0,UP,41
300,DMU Train-L,0,UP,42
300,EMU Train-H,0,UP,43
300,EMU Train-L,0,UP,44
300,Metro Train-H,0,UP,45
300,Metro Train-L,0,UP,46
300,Palace on Wheels-H,0,UP,47
300,Palace on Wheels-L,0,UP,48
300,Maharajas’ Express-H,0,UP,49
300,Maharajas’ Express-L,0,UP,50
300,Deccan Odyssey-H,0,UP,51
300,Deccan Odyssey-L,0,UP,52
300,Golden Chariot-H,0,UP,53
301,Military Train-H,116,UP,1
301,Military Train-L,19,UP,2
301,Special VIP / VVIP Train-H,54,UP,3
301,Special VIP / VVIP Train-L,17,UP,4
301,Special Tourist / Protocol Train-H,73,UP,5
301,Special Tourist / Protocol Train-L,22,UP,6
301,Vande Bharat Express-H,118,UP,7
301,Vande Bharat Express-L,6,UP,8
301,Rajdhani Express-H,70,UP,9
301,Rajdhani Express-L,18,UP,10
301,Duronto Express-H,31,UP,11
301,Duronto Express-L,22,UP,12
301,Shatabdi Express-H,31,UP,13
301,Shatabdi Express-L,27,UP,14
301,Tejas Express-H,38,UP,15
301,Tejas Express-L,1,UP,16
301,Gatimaan Express-H,82,UP,17
301,Gatimaan Express-L,4,UP,18
301,Humsafar Express-H,97,UP,19
301,Humsafar Express-L,4,UP,20
301,Double Decker Express-H,117,UP,21
301,Double Decker Express-L,15,UP,22
301,Uday Express-H,74,UP,23
301,Uday Express-L,8,UP,24
301,Superfast Express-H,66,UP,25
301,Superfast Express-L,9,UP,26
301,Mail Train-H,54,UP,27
301,Mail Train-L,2,UP,28
301,Express Train-H,33,UP,29
301,Express Train-L,20,UP,30
301,Jan Shatabdi Express-H,41,UP,31
301,Jan Shatabdi Express-L,2,UP,32
301,Antyodaya Express-H,106,UP,33
301,Antyodaya Express-L,22,UP,34
301,Deen Dayalu Express-H,57,UP,35
301,Deen Dayalu Express-L,20,UP,36
301,Passenger Train-H,111,UP,37
301,Passenger Train-L,4,UP,38
301,MEMU Train-H,0,UP,39
301,MEMU Train-L,0,UP,40
301,DMU Train-H,0,UP,41
301,DMU Train-L,0,UP,42
301,EMU Train-H,0,UP,43
301,EMU Train-L,0,UP,44
301,Metro Train-H,0,UP,45
301,Metro Train-L,0,UP,46
301,Palace on Wheels-H,0,UP,47
301,Palace on Wheels-L,0,UP,48
301,Maharajas’ Express-H,0,UP,49
301,Maharajas’ Express-L,0,UP,50
301,Deccan Odyssey-H,0,UP,51
301,Deccan Odyssey-L,0,UP,52
301,Golden Chariot-H,0,UP,53
302,Military Train-H,120,UP,1
302,Military Train-L,4,UP,2
302,Special VIP / VVIP Train-H,41,UP,3
302,Special VIP / VVIP Train-L,28,UP,4
302,Special Tourist / Protocol Train-H,107,UP,5
302,Special Tourist / Protocol Train-L,5,UP,6
302,Vande Bharat Express-H,78,UP,7
302,Vande Bharat Express-L,22,UP,8
302,Rajdhani Express-H,112,UP,9
302,Rajdhani Express-L,19,UP,10
302,Duronto Express-H,53,UP,11
302,Duronto Express-L,29,UP,12
302,Shatabdi Express-H,44,UP,13
302,Shatabdi Express-L,23,UP,14
302,Tejas Express-H,53,UP,15
302,Tejas Express-L,9,UP,16
302,Gatimaan Express-H,67,UP,17
302,Gatimaan Express-L,15,UP,18
302,Humsafar Express-H,114,UP,19
302,Humsafar Express-L,3,UP,20
302,Double Decker Express-H,111,UP,21
302,Double Decker Express-L,15,UP,22
302,Uday Express-H,65,UP,23
302,Uday Express-L,25,UP,24
302,Superfast Express-H,84,UP,25
302,Superfast Express-L,23,UP,26
302,Mail Train-H,115,UP,27
302,Mail Train-L,25,UP,28
302,Express Train-H,71,UP,29
302,Express Train-L,9,UP,30
302,Jan Shatabdi Express-H,50,UP,31
302,Jan Shatabdi Express-L,25,UP,32
302,Antyodaya Express-H,39,UP,33
302,Antyodaya Express-L,9,UP,34
302,Deen Dayalu Express-H,37,UP,35
302,Deen Dayalu Express-L,13,UP,36
302,Passenger Train-H,79,UP,37
302,Passenger Train-L,0,UP,38
302,MEMU Train-H,0,UP,39
302,MEMU Train-L,0,UP,40
302,DMU Train-H,0,UP,41
302,DMU Train-L,0,UP,42
302,EMU Train-H,0,UP,43
302,EMU Train-L,0,UP,44
302,Metro Train-H,0,UP,45
302,Metro Train-L,0,UP,46
302,Palace on Wheels-H,0,UP,47
302,Palace on Wheels-L,0,UP,48
302,Maharajas’ Express-H,0,UP,49
302,Maharajas’ Express-L,0,UP,50
302,Deccan Odyssey-H,0,UP,51
302,Deccan Odyssey-L,0,UP,52
302,Golden Chariot-H,0,UP,53
303,Military Train-H,72,UP,1
303,Military Train-L,2,UP,2
303,Special VIP / VVIP Train-H,63,UP,3
303,Special VIP / VVIP Train-L,27,UP,4
303,Special Tourist / Protocol Train-H,63,UP,5
303,Special Tourist / Protocol Train-L,6,UP,6
303,Vande Bharat Express-H,86,UP,7
303,Vande Bharat Express-L,3,UP,8
303,Rajdhani Express-H,92,UP,9
303,Rajdhani Express-L,7,UP,10
303,Duronto Express-H,108,UP,11
303,Duronto Express-L,13,UP,12
303,Shatabdi Express-H,52,UP,13
303,Shatabdi Express-L,21,UP,14
303,Tejas Express-H,92,UP,15
303,Tejas Express-L,4,UP,16
303,Gatimaan Express-H,48,UP,17
303,Gatimaan Express-L,18,UP,18
303,Humsafar Express-H,85,UP,19
303,Humsafar Express-L,7,UP,20
303,Double Decker Express-H,108,UP,21
303,Double Decker Express-L,21,UP,22
303,Uday Express-H,43,UP,23
303,Uday Express-L,15,UP,24
303,Superfast Express-H,63,UP,25
303,Superfast Express-L,4,UP,26
303,Mail Train-H,34,UP,27
303,Mail Train-L,3,UP,28
303,Express Train-H,39,UP,29
303,Express Train-L,19,UP,30
303,Jan Shatabdi Express-H,62,UP,31
303,Jan Shatabdi Express-L,25,UP,32
303,Antyodaya Express-H,87,UP,33
303,Antyodaya Express-L,1,UP,34
303,Deen Dayalu Express-H,93,UP,35
303,Deen Dayalu Express-L,5,UP,36
303,Passenger Train-H,0,UP,37
303,Passenger Train-L,0,UP,38
303,MEMU Train-H,0,UP,39
303,MEMU Train-L,0,UP,40
303,DMU Train-H,0,UP,41
303,DMU Train-L,0,UP,42
303,EMU Train-H,0,UP,43
303,EMU Train-L,0,UP,44
303,Metro Train-H,0,UP,45
303,Metro Train-L,0,UP,46
303,Palace on Wheels-H,0,UP,47
303,Palace on Wheels-L,0,UP,48
303,Maharajas’ Express-H,0,UP,49
303,Maharajas’ Express-L,0,UP,50
303,Deccan Odyssey-H,0,UP,51
303,Deccan Odyssey-L,0,UP,52
303,Golden Chariot-H,0,UP,53
304,Military Train-H,113,UP,1
304,Military Train-L,21,UP,2
304,Special VIP / VVIP Train-H,30,UP,3
304,Special VIP / VVIP Train-L,2,UP,4
304,Special Tourist / Protocol Train-H,115,UP,5
304,Special Tourist / Protocol Train-L,13,UP,6
304,Vande Bharat Express-H,64,UP,7
304,Vande Bharat Express-L,5,UP,8
304,Rajdhani Express-H,119,UP,9
304,Rajdhani Express-L,11,UP,10
304,Duronto Express-H,80,UP,11
304,Duronto Express-L,19,UP,12
304,Shatabdi Express-H,30,UP,13
304,Shatabdi Express-L,17,UP,14
304,Tejas Express-H,120,UP,15
304,Tejas Express-L,25,UP,16
304,Gatimaan Express-H,92,UP,17
304,Gatimaan Express-L,16,UP,18
304,Humsafar Express-H,85,UP,19
304,Humsafar Express-L,13,UP,20
304,Double Decker Express-H,38,UP,21
304,Double Decker Express-L,18,UP,22
304,Uday Express-H,58,UP,23
304,Uday Express-L,1,UP,24
304,Superfast Express-H,79,UP,25
304,Superfast Express-L,23,UP,26
304,Mail Train-H,91,UP,27
304,Mail Train-L,4,UP,28
304,Express Train-H,102,UP,29
304,Express Train-L,18,UP,30
304,Jan Shatabdi Express-H,75,UP,31
304,Jan Shatabdi Express-L,11,UP,32
304,Antyodaya Express-H,117,UP,33
304,Antyodaya Express-L,10,UP,34
304,Deen Dayalu Express-H,81,UP,35
304,Deen Dayalu Express-L,0,UP,36
304,Passenger Train-H,0,UP,37
304,Passenger Train-L,0,UP,38
304,MEMU Train-H,0,UP,39
304,MEMU Train-L,0,UP,40
304,DMU Train-H,0,UP,41
304,DMU Train-L,0,UP,42
304,EMU Train-H,0,UP,43
304,EMU Train-L,0,UP,44
304,Metro Train-H,0,UP,45
304,Metro Train-L,0,UP,46
304,Palace on Wheels-H,0,UP,47
304,Palace on Wheels-L,0,UP,48
304,Maharajas’ Express-H,0,UP,49
304,Maharajas’ Express-L,0,UP,50
304,Deccan Odyssey-H,0,UP,51
304,Deccan Odyssey-L,0,UP,52
304,Golden Chariot-H,0,UP,53
305,Military Train-H,37,UP,1
305,Military Train-L,21,UP,2
305,Special VIP / VVIP Train-H,112,UP,3
305,Special VIP / VVIP Train-L,3,UP,4
305,Special Tourist / Protocol Train-H,76,UP,5
305,Special Tourist / Protocol Train-L,18,UP,6
305,Vande Bharat Express-H,73,UP,7
305,Vande Bharat Express-L,3,UP,8
305,Rajdhani Express-H,88,UP,9
305,Rajdhani Express-L,25,UP,10
305,Duronto Express-H,67,UP,11
305,Duronto Express-L,21,UP,12
305,Shatabdi Express-H,55,UP,13
305,Shatabdi Express-L,6,UP,14
305,Tejas Express-H,100,UP,15
305,Tejas Express-L,2,UP,16
305,Gatimaan Express-H,79,UP,17
305,Gatimaan Express-L,22,UP,18
305,Humsafar Express-H,54,UP,19
